i,discounted
1107,3.77895
1108,21.3753
1109,13.9763
1110,24.7921
1111,7.1244
1112,6.62936
1113,19.2934
1114,10.8095
1115,8.04511
1116,0
1117,21.6837
1118,6.3287
1119,0
1120,4.30817
1121,8.3838
1122,23.3089
1123,25.752
1124,13.3654
1125,34.6449
1126,0
1127,0
1128,11.9958
1129,16.2365
1130,2.22155
1131,0
1132,19.2937
1133,22.5057
1134,16.5308
1135,0
1136,0
1137,3.89413
1138,15.8257
1139,1.15517
1140,21.7948
1141,14.4744
1142,13.5619
1143,32.2961
1144,0
1145,10.4297
1146,5.12655
1147,6.54664
1148,10.3094
1149,6.63778
1150,0
1151,27.2235
1152,13.7003
1153,2.84153
1154,14.8572
1155,18.6489
1156,0
1157,4.54069
1158,0
1159,11.7509
1160,3.00842
1161,3.89765
1162,3.91677
1163,25.7726
1164,4.96558
1165,17.35
1166,24.4845
1167,9.28352
1168,10.6056
1169,7.85979
1170,20.8958
1171,36.65
1172,8.82214
1173,25.7288
1174,3.40078
1175,4.89507
1176,15.4487
1177,8.56929
1178,0
1179,16.3094
1180,4.45203
1181,23.3885
1182,20.3921
1183,9.67995
1184,0
1185,20.7933
1186,13.6179
1187,38.1905
1188,0
1189,0
1190,13.4546
1191,30.4585
1192,22.0422
1193,7.35682
1194,8.87013
1195,0
1196,26.3703
1197,3.27905
1198,17.3726
1199,16.4605
1200,6.07381
1201,25.5332
1202,0
1203,11.0584
1204,14.5184
1205,4.40304
1206,0
1207,19.8929
1208,14.5873
1209,12.849
1210,22.6736
1211,0
1212,24.1607
1213,21.4634
1214,10.395
1215,17.8559
1216,15.3536
1217,12.233
1218,15.4669
1219,9.93759
1220,0
1221,9.96078
1222,2.9394
1223,9.63936
1224,23.3114
1225,24.157
1226,27.7637
1227,10.718
1228,14.5134
1229,23.4977
1230,8.36828
1231,23.4082
1232,12.6767
1233,7.8963
1234,10.2575
1235,10.6764
1236,6.17897
1237,7.06254
1238,1.85678
1239,0
1240,6.55257
1241,18.8598
1242,25.9099
1243,4.10095
