i,discounted
1685,10.2822
1686,13.5426
1687,23.793
1688,14.2057
1689,27.7205
1690,4.5424
1691,4.16159
1692,35.5646
1693,6.30746
1694,44.8277
1695,55.8774
1696,24.6365
1697,7.3211
1698,14.7929
1699,23.9971
1700,12.6446
1701,2.3868
1702,43.1238
1703,31.739
1704,53.3448
1705,31.9793
1706,17.5448
1707,0.310796
1708,30.5138
1709,45.919
1710,7.58573
1711,22.9873
1712,24.8366
1713,14.7789
1714,56.6179
1715,26.2623
1716,22.3999
1717,14.9342
1718,6.17921
1719,30.5495
1720,15.3344
1721,45.0559
1722,19.5145
1723,23.0667
1724,35.2987
1725,2.48322
1726,22.5256
1727,12.087
1728,11.9933
1729,10.1157
1730,28.8501
1731,1.2099
1732,21.0888
1733,29.6199
1734,2.8989
1735,0.865652
1736,28.7037
1737,6.17789
1738,22.4537
1739,21.4217
1740,43.3191
1741,45.0972
1742,10.9152
1743,33.5425
1744,44.464
1745,36.4454
1746,24.7541
1747,6.36272
1748,10.4958
1749,21.2421
1750,7.6251
1751,34.1874
1752,22.5746
1753,9.39443
1754,3.30851
1755,26.7969
1756,8.11683
1757,27.8961
1758,8.17224
1759,0
1760,10.3352
1761,16.235
1762,1.53516
1763,23.3176
1764,34.1983
1765,3.14907
1766,6.08922
1767,11.3061
1768,16.6536
1769,9.3723
1770,21.1324
1771,4.40018
1772,25.3493
1773,14.2622
1774,32.1937
1775,9.95326
1776,11.5582
1777,13.3527
1778,34.9608
1779,30.7556
1780,38.7513
1781,5.30437
1782,14.6232
1783,28.1182
1784,30.9332
1785,28.0266
1786,0.938222
1787,24.03
1788,26.589
1789,29.0354
1790,14.9146
1791,12.1048
1792,20.9289
1793,28.8676
1794,18.9758
1795,15.347
1796,14.6344
1797,4.29139
1798,29.229
1799,2.27852
1800,7.3807
1801,20.9329
1802,7.57766
1803,1.72327
1804,6.20606
1805,10.5808
1806,10.2861
1807,20.4462
1808,22.8943
1809,46.3621
1810,3.936
1811,18.779
1812,35.2638
1813,15.8277
1814,9.10983
1815,23.463
1816,4.27513
1817,18.9396
1818,57.27
1819,24.3664
1820,15.3538
1821,35.2591
1822,33.5387
1823,1.88765
1824,0.588578
1825,19.5142
1826,8.04391
1827,33.267
1828,34.9626
1829,17.44
1830,21.9449
1831,5.79401
1832,16.7684
1833,18.2606
1834,32.927
1835,3.4805
1836,20.6098
1837,1.62394
1838,14.1879
